trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
523,False,"{'a': 0.002, 'e': 0.3520436871019846}",25,14,10.247485289972635,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.002, 'e': 0.3513403033459978}",35,8,23.081262533834867,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.002, 'e': 0.35063832495169295}",25,8,4.143518042455767,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.3499377491111553}",20,1,-21.49833349485649,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
527,False,"{'a': 0.002, 'e': 0.3492385730220808}",25,0,-38.881094233955,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
528,False,"{'a': 0.002, 'e': 0.348540793887764}",30,0,24.32625201215197,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
529,False,"{'a': 0.002, 'e': 0.3478444089170874}",25,11,2.2966757533160584,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
530,False,"{'a': 0.002, 'e': 0.3471494153245103}",25,5,-26.615888181678834,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
531,False,"{'a': 0.002, 'e': 0.3464558103300574}",30,0,-35.02206491960731,"{0: 24, 1: 4, 2: 1, 3: 0, 4: 1}",0
532,False,"{'a': 0.002, 'e': 0.34576359115930777}",20,8,0.4943543314478842,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
533,False,"{'a': 0.002, 'e': 0.34507275504338375}",25,17,13.04972113721154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.002, 'e': 0.34438329921894}",20,14,10.293366354103945,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.002, 'e': 0.34369522092815236}",20,0,-57.4816609443304,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
536,False,"{'a': 0.002, 'e': 0.34300851741870664}",20,7,7.696367478324845,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.34232318594378797}",20,12,13.234890073057128,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.002, 'e': 0.34163922376206945}",20,12,10.2555402199419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.002, 'e': 0.34095662813770156}",35,4,-80.9014314624469,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 1}",1
540,False,"{'a': 0.002, 'e': 0.3402753963403008}",20,10,15.964307917894452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.002, 'e': 0.3395955256449391}",30,2,-84.29882447357326,"{0: 21, 1: 3, 2: 2, 3: 0, 4: 2}",1
542,False,"{'a': 0.002, 'e': 0.3389170133321328}",25,15,0.11043626829769582,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.3382398566878317}",20,0,28.55512385219027,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
544,False,"{'a': 0.002, 'e': 0.33756405300340836}",20,4,-30.04214063979511,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 0}",1
545,False,"{'a': 0.002, 'e': 0.33688959957564707}",25,0,30.134304815340457,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
546,False,"{'a': 0.002, 'e': 0.33621649370673334}",25,13,9.158756687618137,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.002, 'e': 0.3355447327042427}",25,0,-126.18165837974317,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
548,False,"{'a': 0.002, 'e': 0.3348743138811302}",20,11,-35.76936226269247,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
549,False,"{'a': 0.002, 'e': 0.33420523455571977}",25,12,24.738712465867238,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.002, 'e': 0.3335374920516932}",20,0,-63.91185843024159,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
551,False,"{'a': 0.002, 'e': 0.33287108369807955}",20,9,-19.456876232185763,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.33220600682924445}",25,3,12.273678319412907,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.3315422587848797}",35,14,4.600843238256886,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
554,False,"{'a': 0.002, 'e': 0.33087983690999206}",20,14,12.056537714266934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.002, 'e': 0.3302187385548933}",20,0,-57.42259520962216,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
556,False,"{'a': 0.002, 'e': 0.32955896107518906}",20,13,2.569316852294134,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.002, 'e': 0.3289005018317685}",30,8,-5.282259568225625,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
558,False,"{'a': 0.002, 'e': 0.32824335819079375}",30,18,16.571012267084484,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.002, 'e': 0.3275875275236895}",25,18,13.849856613111708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.002, 'e': 0.3269330072071321}",35,15,28.378496452527813,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.002, 'e': 0.32627979462303947}",25,10,11.303119287600957,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.32562788715856034}",30,10,-12.306917275528196,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
563,False,"{'a': 0.002, 'e': 0.324977282206064}",20,0,5.6697474238457755,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
564,False,"{'a': 0.002, 'e': 0.3243279771631298}",30,2,-2.2342185484521604,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 0}",1
565,False,"{'a': 0.002, 'e': 0.3236799694325367}",25,20,7.180602106229869,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3230332564222529}",20,12,8.685223695577964,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.002, 'e': 0.3223878355454255}",30,20,6.6291375650437905,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.002, 'e': 0.32174370422037013}",20,3,-43.127107391144,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
569,False,"{'a': 0.002, 'e': 0.32110085987056064}",30,8,-14.863162544146205,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
570,False,"{'a': 0.002, 'e': 0.32045929992461875}",35,20,1.755550262548014,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
571,False,"{'a': 0.002, 'e': 0.31981902181630384}",35,0,20.194020561452714,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
572,False,"{'a': 0.002, 'e': 0.31918002298450265}",20,0,14.823311542668655,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
573,False,"{'a': 0.002, 'e': 0.31854230087321894}",20,2,-33.542273579959364,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
574,False,"{'a': 0.002, 'e': 0.3179058529315635}",20,16,6.881912716377464,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.002, 'e': 0.3172706766137436}",25,11,24.390568004584495,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31663676937905316}",20,11,9.133051842991922,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.002, 'e': 0.31600412869186245}",30,9,33.95185202055914,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.31537275202160797}",25,15,18.782223279068862,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.002, 'e': 0.3147426368427819}",20,2,16.278838186872722,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.002, 'e': 0.31411378063492296}",25,15,-4.961188414900938,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
581,False,"{'a': 0.002, 'e': 0.3134861808826053}",20,7,-2.086168025694903,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
582,False,"{'a': 0.002, 'e': 0.3128598350754292}",20,16,7.932519358213703,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.002, 'e': 0.31223474070801055}",25,15,9.916394416039964,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.31161089527997105}",20,6,17.899632311418966,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.002, 'e': 0.3109882962959281}",20,0,9.489381187947725,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
586,False,"{'a': 0.002, 'e': 0.31036694126548503}",20,8,14.79909477503822,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.002, 'e': 0.3097468277032208}",20,2,19.70120323310826,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.30912795312868047}",20,16,7.393592223132557,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.002, 'e': 0.3085103150663647}",25,0,-98.00965063115811,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
590,False,"{'a': 0.002, 'e': 0.3078939110457206}",25,11,2.6716219509018773,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.002, 'e': 0.30727873860113125}",25,13,18.548315782613333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.002, 'e': 0.306664795271906}",20,0,-45.52990347965116,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
593,False,"{'a': 0.002, 'e': 0.3060520786022707}",20,14,10.820554634366433,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.002, 'e': 0.3054405861413579}",25,0,-52.98701768210094,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
595,False,"{'a': 0.002, 'e': 0.30483031544319683}",20,0,-98.94296087012839,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
596,False,"{'a': 0.002, 'e': 0.3042212640667041}",30,14,-14.560179517484723,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
597,False,"{'a': 0.002, 'e': 0.30361342957567317}",25,11,10.91988263648681,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.3030068095387654}",25,17,3.2068408626541185,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3024014015294998}",30,9,-5.196490973191659,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
600,False,"{'a': 0.002, 'e': 0.3017972031262435}",30,5,-69.8603500298807,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",1
601,False,"{'a': 0.002, 'e': 0.30119421191220214}",20,10,20.181225048009996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.002, 'e': 0.30059242547541}",20,0,-6.519372583193076,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
603,False,"{'a': 0.002, 'e': 0.2999918414087205}",20,0,3.291665251734978,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
604,False,"{'a': 0.002, 'e': 0.2993924573097967}",20,0,16.97954599993471,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.002, 'e': 0.29879427078110127}",20,9,-13.957270835103145,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
606,False,"{'a': 0.002, 'e': 0.2981972794298874}",30,2,-23.542192679088,"{0: 25, 1: 1, 2: 0, 3: 1, 4: 1}",1
607,False,"{'a': 0.002, 'e': 0.29760148086818883}",25,13,22.27383333009233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.002, 'e': 0.2970068727128105}",20,10,21.954826509318934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.002, 'e': 0.2964134525853191}",25,16,14.876292019992922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,3,23.366479611975087,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",25,12,-18.960212037807366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
612,False,"{'a': 0.002, 'e': 0.29464029665705654}",25,13,15.665951403655214,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.29405160495167837}",30,23,13.608723258035749,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.002, 'e': 0.2934640894531121}",20,5,23.941951803262462,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.002, 'e': 0.2928777478112949}",20,4,-24.739533775477494,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
616,False,"{'a': 0.002, 'e': 0.2922925776808594}",25,0,1.1213744775236498,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
617,False,"{'a': 0.002, 'e': 0.2917085767211244}",20,4,25.866799117543273,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2911257425960852}",25,16,11.616994347050277,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.002, 'e': 0.2905440729744046}",20,10,17.74652075205398,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2899635655294032}",20,5,0.7316479141603853,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.2893842179390506}",30,12,22.09675715419639,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",20,15,7.863450662157095,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",20,2,5.366017728585913,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
624,False,"{'a': 0.002, 'e': 0.2876531111451154}",30,17,-39.0275280041701,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
625,False,"{'a': 0.002, 'e': 0.28707837984570167}",20,6,-19.579571978339413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",35,9,8.183039481449644,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1
627,False,"{'a': 0.002, 'e': 0.285932359894248}",30,7,21.0864627473765,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",20,0,17.473873213025502,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",20,14,12.432199305205756,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",30,3,4.490129239518216,"{0: 24, 1: 1, 2: 1, 3: 1, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",25,11,20.009866936749123,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",20,0,-13.811275240651478,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",25,13,-49.669583266426855,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",30,22,13.456860024645055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",25,11,8.032419104421626,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",30,1,-5.515249270801647,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",20,13,2.1496975335528976,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.2797105389516963}",20,12,14.584001464199222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",25,13,0.6061910560571038,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",20,10,21.012320832282075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",20,8,19.518555573736318,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",25,20,6.058085371156704,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",20,8,10.706455539224521,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",20,8,17.064915148737455,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",20,14,12.209279845738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",25,5,-7.305882706379756,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",25,17,18.169373732215117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",20,11,-35.33420671888342,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",20,14,10.645382813122664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",20,0,-23.47009621420283,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",25,10,5.268647200003877,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",30,16,14.981999727539254,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",20,10,16.5499162223272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",25,13,22.592965889057652,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.270360236497509}",20,9,4.690938176983627,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",20,7,9.911203420384169,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",25,14,8.899402939995383,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",20,10,-19.631476669184153,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,14,13.332027228334143,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",25,3,0.5486833670093856,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",25,13,11.228243580986698,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",25,8,13.359862280871702,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",35,7,-42.79202700183265,"{0: 23, 1: 2, 2: 1, 3: 1, 4: 1}",1
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",30,12,8.799139777820812,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",20,8,-0.7488161464499954,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",25,12,20.02217476837629,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",20,0,32.06708714896603,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",20,2,18.64882770397298,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",20,6,-12.68495432800057,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",20,14,14.717716664440374,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",20,0,-35.66064644548352,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",25,0,3.4812373817993256,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",30,2,7.601934728598503,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 0}",1
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",25,18,12.132015598749744,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",20,6,16.652144932864594,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",20,12,-4.055978328467227,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",20,8,11.685986807491686,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",20,0,-0.0033068833334510828,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",25,19,11.909572569876703,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",20,14,3.275850449809184,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",25,13,7.324796309539185,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",20,3,30.357591746420244,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",20,0,-22.221590043773837,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",20,5,-8.154359134160204,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",20,10,3.0897729960730915,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",35,17,14.086325310294377,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",30,19,14.066267886060658,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",25,9,-41.841176385024546,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",25,10,-13.666117228441774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",25,6,14.917945089572402,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",20,8,-29.151093632362517,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",20,2,-25.677073891464488,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",25,17,12.993229649143029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",20,10,4.142124163981962,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",20,6,10.1435979132762,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",25,2,28.517572465544546,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",25,17,11.998886968522761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",25,19,10.014981849780817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",20,0,20.749396880673334,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",30,19,23.95126524036086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",30,12,29.601153933736136,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",30,8,-24.943623751891696,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",30,22,9.972453846224225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",20,2,26.106392118237498,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",25,17,2.3229396918910736,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",25,13,17.21993207709101,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",25,16,1.7719243379193066,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
