trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",20,0,-214.60971167017428,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",25,0,-93.85229843929037,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",20,0,-75.52996587402664,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",20,0,-142.58337256693966,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",25,0,-155.859426367094,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",30,0,-90.05558524053811,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",20,0,-97.4119464080848,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",25,0,-131.88708253121465,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",20,15,2.194926808615134,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",30,0,-61.20683052970231,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-85.1919127572347,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 0}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",20,13,-49.50736073297944,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 1}",1
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",20,0,-111.88045593274751,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",20,0,-190.7406577126482,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",20,0,-107.36516905260129,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",20,0,-74.10400098430259,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",20,0,-81.7204822627813,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",25,0,-111.13378193160447,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",30,0,-265.10549168981265,"{0: 11, 1: 5, 2: 9, 3: 2, 4: 3}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",20,0,-150.97584540186926,"{0: 11, 1: 4, 2: 0, 3: 3, 4: 2}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-46.73061766707156,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",35,0,-240.6423704625743,"{0: 19, 1: 5, 2: 7, 3: 0, 4: 4}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",30,0,-194.8774368295625,"{0: 15, 1: 3, 2: 9, 3: 1, 4: 2}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",20,0,-202.12189021411876,"{0: 8, 1: 2, 2: 4, 3: 4, 4: 2}",0
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",20,0,-109.94078604336798,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",20,0,-130.96237338832202,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",25,0,-134.90784772428702,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",20,3,-45.985213674865165,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",30,0,-208.70784267306772,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-48.9771981877055,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",20,0,-70.80515292821295,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",20,4,-15.064074072829568,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",20,0,-87.6554705848215,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",30,18,-38.46705800730905,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",20,0,-22.862831267704003,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",20,0,-178.49732822212596,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",25,0,-124.1572163832144,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",25,9,-0.5525916876494543,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",25,0,-79.07100546857791,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",20,0,-119.98556327613242,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",30,0,-116.15333590402165,"{0: 16, 1: 5, 2: 7, 3: 2, 4: 0}",0
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,0,-109.02041486182358,"{0: 7, 1: 3, 2: 10, 3: 0, 4: 0}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",20,0,-69.70021466371084,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",25,0,-118.0097497052282,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,8,-75.1305802775587,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 2}",1
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",25,0,-41.21979095246836,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",20,0,-91.42104142004906,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",20,0,-80.0848364434472,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",30,0,-108.35460442927973,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",30,15,-9.233274430089914,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",30,0,-95.4153347431259,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",25,0,-119.91851969231018,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",20,0,-108.19305518108813,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",25,0,-78.40414982754467,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",20,0,-144.92537078545197,"{0: 7, 1: 6, 2: 4, 3: 2, 4: 1}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",25,0,-144.26481440303047,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",20,0,-50.499331600790896,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",25,15,-73.49798154631904,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 1}",1
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",20,0,-146.4117192478004,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",25,17,-30.667799690073224,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",35,0,-94.25460709644922,"{0: 24, 1: 1, 2: 8, 3: 2, 4: 0}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",25,0,-54.57386667078514,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",25,0,-127.17582084400864,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",20,0,-124.21997252899415,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",35,0,-117.73768262712213,"{0: 27, 1: 1, 2: 3, 3: 2, 4: 2}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",30,0,-56.76520368782126,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",20,7,-20.06667281890347,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
68,False,"{'a': 0.002, 'e': 0.874590064603334}",30,0,-113.52441367485696,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",30,0,-52.598221922480974,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",25,0,-45.17266338836508,"{0: 18, 1: 4, 2: 1, 3: 2, 4: 0}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",20,0,-116.42156256156503,"{0: 7, 1: 8, 2: 3, 3: 1, 4: 1}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",35,0,-140.5272286719538,"{0: 23, 1: 5, 2: 4, 3: 1, 4: 2}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",20,5,-30.651299647977197,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",30,9,-23.1851429962698,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 0}",1
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",30,6,-110.13883736532539,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 1}",1
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",20,5,-104.94393319679256,"{0: 6, 1: 1, 2: 7, 3: 0, 4: 1}",1
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",20,0,-180.82543011219516,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 3}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",30,0,-136.41194830568537,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",30,0,-119.29402819639593,"{0: 17, 1: 5, 2: 7, 3: 0, 4: 1}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",20,0,-107.84430472629217,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",25,0,-16.179315681335737,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",25,0,-149.75521668131535,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",30,4,-147.31470972497405,"{0: 15, 1: 2, 2: 4, 3: 4, 4: 1}",1
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",30,0,-126.50127530293098,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",25,0,-132.12935310144042,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",20,0,-27.792508173405885,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",25,18,-1.038299944735304,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",20,0,-29.57650175144163,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",20,0,-45.63277399950913,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",20,0,-18.730579486562377,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",25,0,-74.95884079629687,"{0: 14, 1: 6, 2: 3, 3: 2, 4: 0}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,0,-58.24687832228941,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",20,0,-49.827483571365626,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",20,0,-51.75610732544829,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",30,2,-187.82276690354405,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 4}",1
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",30,6,-106.87888051229216,"{0: 14, 1: 5, 2: 2, 3: 2, 4: 1}",1
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,0,-44.804847839268376,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,0,-83.4988290486962,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",20,0,-54.14409043552174,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",20,0,-120.70551652726714,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",20,0,-103.34112770354393,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",20,0,-47.2759744978533,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",20,0,-29.060726950559612,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",25,8,-34.70358883788347,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
105,False,"{'a': 0.002, 'e': 0.812207036711939}",20,10,-50.11119869612979,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",20,2,-105.95019674983833,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 2}",1
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",20,1,-18.075319870209995,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",25,0,-83.52435594117233,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",20,0,-36.20819602706236,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",25,0,-183.42734053463963,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",20,0,-116.9469766398453,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",20,0,-139.76938562113767,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",20,12,4.993434301495157,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",25,0,-144.5892771663316,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",25,0,-74.35790648838899,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",25,0,-72.4674662519502,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",25,0,-141.14734584582862,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",30,0,-113.74580140273537,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",35,2,-102.9473173993357,"{0: 23, 1: 4, 2: 2, 3: 3, 4: 1}",1
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",20,0,-59.04450082401087,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",25,5,-35.974945544172115,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,2,-25.872376408240186,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,0,-12.575003450261905,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",20,0,-87.66062108995688,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",30,0,-109.83593167770529,"{0: 17, 1: 2, 2: 10, 3: 1, 4: 0}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",20,0,-75.9059763498082,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",20,0,-80.70497842024824,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
128,False,"{'a': 0.002, 'e': 0.775691802046476}",20,0,-59.242759911929994,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",20,2,-63.30807316005667,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
130,False,"{'a': 0.002, 'e': 0.772595232106928}",30,0,-134.93114256331123,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",25,13,-1.852537347096622,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",20,0,-55.907267496600326,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,0,-89.16750388600494,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",25,11,-87.22517708252941,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 1}",1
135,False,"{'a': 0.002, 'e': 0.764907781102864}",20,0,-50.97723467639107,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",20,0,-123.88419006855682,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",25,10,-3.3080514969168138,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",20,0,-32.88234773312931,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",20,0,-59.10861659917401,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",20,0,-61.972922279233174,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",20,8,-17.708481896470413,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.002, 'e': 0.754273684533089}",30,0,-231.0129119293441,"{0: 15, 1: 1, 2: 10, 3: 1, 4: 3}",0
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",30,17,-10.462018396129261,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.002, 'e': 0.751262615946886}",20,15,1.6897235165705884,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",20,2,-29.113179678968187,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",20,0,-2.079254447030775,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",30,0,-100.0796015106493,"{0: 23, 1: 3, 2: 1, 3: 1, 4: 2}",0
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",20,10,6.77002751168475,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",20,0,-165.6993697892822,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",20,0,-73.85327589958952,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",20,0,-52.437267756157716,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",25,0,-165.60055614330358,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",0
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",20,0,-129.71604963817532,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",25,0,-147.09567080750017,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",30,1,-216.470329666595,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 4}",1
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",25,0,-101.68711657947807,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 2}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",25,0,-120.75047569972108,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",25,4,-51.91235343781773,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",20,0,-74.30190604085473,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",25,0,-143.125522149604,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",25,13,-3.232217423477343,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,0,-44.98230281544647,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",20,0,-118.21389787947521,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",30,0,-245.65606656785397,"{0: 12, 1: 6, 2: 7, 3: 2, 4: 3}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",20,2,-26.486584919624114,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",20,0,-140.2069841372288,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",20,0,-16.057571622754317,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",25,14,11.82159848281148,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",25,15,-43.286774696158446,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",30,10,-23.86458727996812,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",30,0,-44.50933311948073,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",25,0,-60.87065294797348,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",30,14,-64.54560857840201,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 1}",1
174,False,"{'a': 0.002, 'e': 0.7075124871065017}",25,14,15.750932127954268,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",20,0,-16.397818581668435,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",25,9,8.61969300016105,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",30,10,-42.06155036432637,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",1
178,False,"{'a': 0.002, 'e': 0.701874967355394}",20,7,-63.9144055655308,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",25,0,-36.901291415394695,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",25,0,-14.745710249886441,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
181,False,"{'a': 0.002, 'e': 0.697676326071031}",35,0,-232.88697839210909,"{0: 17, 1: 5, 2: 7, 3: 4, 4: 2}",0
182,False,"{'a': 0.002, 'e': 0.696282367841771}",30,0,-34.05003469549223,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",25,7,-72.00673381178258,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",25,0,-65.06832391353885,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
